acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label,smv
-7,-193,-28,178,597,578,-18,-748,10,0,195.14609911550883
-2,-188,-31,164,627,558,-13,-719,8,0,190.5492062434268
5,-182,-24,138,658,539,15,-701,21,0,183.64367672206959
-1,-176,-28,110,687,512,-8,-676,21,0,178.21616088334974
-1,-172,-23,74,716,497,-6,-660,47,0,173.53385836775485
1,-169,-20,36,733,482,-1,-653,49,0,170.182255244194
5,-171,-18,-3,743,468,15,-666,57,0,172.01744097619869
4,-177,-20,-50,747,436,16,-681,65,0,178.17126592130393
3,-182,-11,-96,748,403,4,-699,79,0,182.3567931281969
3,-187,-6,-129,748,377,3,-727,97,0,187.12028217165556
0,-198,-3,-144,749,349,-2,-763,112,0,198.022725968511
0,-205,14,-146,754,315,4,-790,145,0,205.47749268472205
0,-215,16,-117,765,275,3,-823,175,0,215.59452683219953
1,-221,17,-74,783,229,4,-854,198,0,221.6551375447905
-1,-229,19,-20,809,181,-7,-880,199,0,229.7890336808961
-1,-234,19,31,845,141,-11,-901,200,0,234.77223004435598
-3,-240,21,80,890,100,-19,-924,202,0,240.93567606313516
-3,-241,18,132,935,59,-13,-934,202,0,241.6898839422122
-1,-250,18,184,981,16,-13,-964,175,0,250.64915718988564
-4,-255,10,214,1023,-26,-12,-993,151,0,255.22734963165684
1,-263,7,226,1058,-68,4,-1029,144,0,263.095039862024
9,-272,9,225,1081,-111,18,-1041,148,0,272.2976312787168
10,-276,6,225,1095,-146,26,-1069,143,0,276.2462669431028
7,-276,11,217,1102,-175,20,-1077,162,0,276.30779938322405
-5,-276,18,214,1091,-194,1,-1073,190,0,276.63152387246106
-10,-273,27,218,1058,-195,-21,-1067,218,0,274.5141162126276
-16,-271,35,232,1000,-177,-45,-1069,244,0,273.71883384232075
-26,-271,40,245,929,-173,-86,-1049,264,0,275.1672218851657
-45,-264,37,252,829,-164,-129,-1051,251,0,270.3516228913746
-59,-274,17,242,688,-136,-188,-1050,184,0,280.7952991059501
-73,-271,5,197,516,-93,-243,-1073,120,0,280.7044709298375
-77,-270,-16,110,344,-46,-274,-1074,62,0,281.2205540141047
-70,-276,-23,-4,203,8,-268,-1086,40,0,285.6658887581785
-62,-284,-7,-122,99,71,-247,-1104,93,0,290.7731074222649
-67,-293,24,-207,31,133,-256,-1132,208,0,301.5194852741693
-74,-300,64,-224,-13,192,-278,-1155,341,0,315.55031294549525
-78,-299,91,-170,-53,251,-284,-1144,470,0,322.1273040274605
-74,-289,108,-61,-103,307,-276,-1125,540,0,317.27117738615965
-72,-280,110,60,-165,368,-264,-1090,561,0,309.3283045568252
-59,-270,106,157,-220,430,-217,-1055,538,0,296.00168918436935
-50,-263,90,204,-264,478,-180,-1033,480,0,282.4340631014609
-36,-255,72,196,-290,515,-155,-1016,407,0,267.4041884488723
-32,-264,42,129,-301,537,-132,-1064,297,0,269.2285274631944
-33,-300,-4,-12,-295,552,-135,-1183,141,0,301.83604821160776
-52,-339,-46,-232,-280,562,-203,-1363,-35,0,346.0361252817399
-88,-385,-90,-507,-252,576,-341,-1507,-214,0,405.05431734521727
-113,-422,-148,-777,-256,613,-407,-1654,-442,0,461.25589427128193
-115,-465,-199,-998,-361,657,-411,-1794,-670,0,518.7012627707783
-104,-503,-233,-1121,-591,709,-371,-1917,-810,0,564.0159572210702
-64,-528,-225,-1064,-863,799,-256,-1990,-819,0,577.4989177479036
-23,-514,-200,-801,-1051,937,-105,-1950,-724,0,552.0190214114003
2,-476,-168,-422,-1117,1106,-25,-1810,-590,0,504.78114069366734
23,-408,-133,-87,-1084,1272,58,-1599,-454,0,429.7464368671368
48,-340,-103,101,-972,1394,140,-1356,-326,0,358.48709879157434
60,-291,-70,139,-799,1456,201,-1151,-211,0,305.2556305787004
79,-254,-65,95,-603,1464,270,-996,-143,0,273.8284134270949
90,-229,-66,28,-438,1431,322,-893,-145,0,254.74889597405522
98,-222,-81,-15,-331,1370,353,-847,-181,0,255.8300216940928
87,-217,-100,-11,-275,1270,338,-826,-261,0,254.27937391774427
69,-224,-124,21,-271,1167,272,-839,-359,0,265.1659857523208
49,-233,-144,47,-323,1082,208,-875,-465,0,278.25527847643787
49,-251,-165,38,-412,1018,190,-959,-541,0,304.3468416133146
55,-273,-164,-8,-478,958,199,-1043,-557,0,323.18725222384626
53,-303,-149,-83,-449,889,186,-1160,-518,0,341.78794595479815
43,-323,-128,-152,-331,802,153,-1239,-377,0,350.0885602244095
28,-346,-100,-199,-175,701,117,-1333,-260,0,361.24783736376884
30,-360,-68,-218,-34,602,98,-1400,-162,0,367.5921653136802
30,-372,-52,-205,70,505,99,-1428,-95,0,376.8129509451606
31,-381,-42,-150,137,412,116,-1450,-60,0,384.559488245967
29,-379,-38,-60,173,320,112,-1442,-36,0,382.00261779207744
26,-373,-38,55,193,229,96,-1421,-32,0,375.8310790767576
16,-366,-37,171,206,135,63,-1404,-24,0,368.2132534279558
9,-356,-34,280,215,34,21,-1359,-8,0,357.73314076277586
-4,-336,-30,390,215,-75,-23,-1297,-5,0,337.3603414748094
-18,-316,-42,477,198,-183,-62,-1213,-38,0,319.2867050160404
-20,-295,-45,525,162,-276,-80,-1130,-60,0,299.0819285747636
-27,-266,-52,537,111,-369,-89,-1041,-107,0,272.3765775539446
-27,-251,-75,496,58,-456,-103,-983,-168,0,263.35337476478253
-31,-235,-82,400,23,-531,-136,-934,-212,0,250.81865959294177
-33,-223,-85,275,10,-591,-137,-863,-210,0,240.92114892636553
-39,-202,-82,145,7,-638,-156,-797,-201,0,221.47008827378923
-44,-187,-79,24,13,-660,-180,-744,-187,0,207.71615247736514
-52,-176,-71,-80,26,-664,-193,-681,-160,0,196.77652298991362
-48,-157,-56,-169,31,-662,-181,-621,-108,0,173.46181135915768
-49,-154,-53,-243,16,-664,-189,-608,-93,0,170.0764533967004
-53,-163,-52,-345,-11,-658,-198,-646,-82,0,179.11448852619378
-42,-164,-44,-443,-45,-662,-192,-641,-45,0,174.91712323268982
-46,-165,-29,-520,-86,-670,-170,-631,11,0,173.72967507020786
-42,-166,-27,-545,-130,-679,-159,-632,30,0,173.34647386087784
-39,-175,-20,-540,-177,-682,-159,-669,44,0,180.40509970618902
-38,-183,-16,-508,-222,-681,-146,-695,63,0,187.5873130038383
-34,-188,-10,-440,-269,-684,-133,-706,81,0,191.3112646970899
-34,-192,-17,-345,-314,-690,-122,-728,60,0,195.7268504830137
-27,-199,-16,-248,-352,-689,-117,-745,54,0,201.45967338402988
-29,-193,-26,-154,-385,-688,-116,-746,32,0,196.89083269670022
-27,-193,-29,-77,-413,-681,-108,-741,13,0,197.02537907589468
-27,-191,-34,-26,-433,-672,-104,-742,-14,0,195.87240744933933
-30,-187,-35,-5,-450,-657,-122,-726,-4,0,192.59802698885574
-21,-188,-34,-2,-467,-635,-103,-715,-7,0,192.20041623263984
-21,-181,-32,-7,-481,-614,-86,-697,9,0,185.00270268296083
-20,-180,-29,-5,-491,-596,-87,-691,10,0,183.41483037093812
-18,-179,-28,1,-503,-577,-81,-680,22,0,182.0686683644388
-15,-178,-27,16,-529,-554,-46,-673,23,0,180.65990147235217
-14,-173,-32,25,-565,-532,-33,-664,18,0,176.49079296099274
-12,-170,-29,26,-603,-509,-31,-664,10,0,172.87278559680814
-10,-167,-33,18,-639,-482,-25,-645,22,0,170.52272575818156
-9,-165,-22,8,-679,-452,-26,-644,30,0,166.70332930088708
-8,-166,-23,-3,-723,-414,-21,-643,41,0,167.77663722938306
-4,-172,-19,-11,-772,-374,-7,-648,50,0,173.09246084101989
-3,-171,-14,-14,-818,-332,-4,-668,76,0,171.5983682906105
1,-182,-8,-8,-849,-290,11,-697,95,0,182.17848391069677
3,-188,-1,4,-882,-243,18,-724,115,0,188.02659386374046
5,-196,3,23,-910,-193,24,-761,131,0,196.08671551127577
7,-206,10,43,-935,-149,21,-804,150,0,206.36133358747225
8,-217,16,69,-963,-108,32,-828,181,0,217.73607877428122
8,-217,21,112,-986,-75,23,-836,215,0,218.16049138191818
-3,-216,30,175,-1004,-43,-16,-829,234,0,218.0940164241101
8,-230,36,258,-1008,22,38,-875,264,0,232.93775992741064
8,-247,42,332,-1031,66,45,-951,285,0,250.67309388923255
4,-256,38,389,-1074,80,26,-991,288,0,258.8358553214759
3,-260,44,428,-1104,105,7,-1011,292,0,263.7138600832349
-2,-270,34,466,-1121,156,8,-1047,260,0,272.1396700225823
6,-271,43,501,-1132,215,26,-1055,267,0,274.45582522511705
13,-279,30,545,-1151,260,45,-1085,244,0,280.90923801114127
12,-283,30,572,-1177,290,54,-1103,227,0,284.83855076165514
16,-283,25,583,-1212,305,66,-1113,225,0,284.55227990652264
18,-280,25,581,-1242,303,76,-1086,232,0,281.6895454219059
27,-275,12,576,-1248,294,92,-1078,186,0,276.58271818752524
31,-271,-19,541,-1214,287,82,-1073,81,0,273.42823555733963
44,-262,-39,466,-1123,278,127,-1049,-14,0,268.5162937328013
53,-257,-55,345,-992,259,176,-1018,-86,0,268.1100520308778
62,-256,-55,199,-851,223,216,-1000,-99,0,269.08177195789386
63,-264,-40,56,-713,181,226,-1022,-64,0,274.3446737226732
59,-275,-29,-48,-570,127,212,-1072,7,0,282.7490053032902
56,-294,5,-124,-418,64,209,-1123,134,0,299.3275797516828
55,-299,40,-175,-279,-5,198,-1154,280,0,306.6365927282652
64,-302,74,-196,-159,-73,218,-1172,400,0,317.4523586303935
71,-304,99,-189,-55,-144,278,-1178,513,0,327.5026717448271
88,-303,120,-163,40,-218,327,-1175,583,0,337.5692521542802
98,-303,124,-121,114,-306,366,-1180,613,0,341.74405627603824
105,-297,116,-81,168,-413,392,-1163,593,0,335.6933124147694
104,-295,99,-60,209,-506,397,-1148,524,0,328.088402720974
108,-291,71,-74,256,-578,396,-1151,403,0,318.41168320273675
106,-299,31,-140,322,-638,394,-1176,255,0,318.74441171571937
107,-317,-5,-272,391,-676,399,-1246,109,0,334.6087267242144
101,-343,-36,-448,448,-703,390,-1347,-7,0,359.3688912524288
102,-388,-53,-618,476,-721,386,-1490,-98,0,404.66900054241864
96,-432,-61,-732,496,-739,367,-1668,-129,0,446.72250894710913
98,-475,-56,-767,550,-773,342,-1817,-126,0,488.2263819172413
88,-503,-45,-726,666,-828,322,-1919,-65,0,512.6187667263071
81,-510,-31,-636,807,-903,307,-1943,0,0,517.3219500465837
71,-493,-35,-532,903,-994,289,-1899,-13,0,499.31453013105875
77,-469,-64,-432,938,-1085,292,-1813,-114,0,479.568556100168
77,-441,-94,-348,956,-1171,286,-1718,-242,0,457.43414826617396
74,-415,-108,-291,996,-1240,282,-1614,-311,0,435.16088978675464
53,-379,-114,-248,1044,-1307,215,-1467,-334,0,399.3068995146465
36,-336,-102,-223,1048,-1367,135,-1316,-309,0,352.98158592198547
5,-295,-98,-203,969,-1434,69,-1156,-289,0,310.89226429745725
-15,-258,-101,-192,816,-1487,-36,-1005,-284,0,277.4707191759159
-28,-233,-107,-178,624,-1494,-99,-893,-296,0,257.9185918075702
-38,-196,-111,-152,442,-1526,-113,-765,-316,0,228.43160902116853
-45,-168,-117,-119,287,-1517,-182,-644,-351,0,209.61393083476108
-49,-146,-126,-85,223,-1431,-186,-590,-421,0,198.97989848223364
-34,-142,-144,-77,237,-1305,-168,-531,-436,0,205.07559581773742
-29,-156,-158,-101,301,-1169,-143,-604,-512,0,223.92186137132748
-30,-179,-152,-206,363,-1013,-126,-695,-497,0,236.73825208444873
-25,-216,-141,-353,396,-851,-107,-827,-449,0,259.15632348063593
-18,-258,-107,-507,386,-702,-72,-990,-335,0,279.88747739046846
-17,-295,-76,-626,330,-574,-50,-1124,-197,0,305.10653876965665
-14,-329,-51,-677,228,-445,-27,-1242,-75,0,333.22364862056236
1,-352,-34,-646,92,-314,16,-1337,-26,0,353.6396470985684
12,-363,-34,-537,-43,-195,54,-1395,-31,0,364.78623877553275
23,-376,-44,-373,-145,-89,91,-1415,-50,0,379.2637604622936
20,-372,-50,-188,-219,6,90,-1424,-92,0,375.877639664825
22,-376,-57,-4,-280,95,93,-1434,-121,0,380.9317524176739
21,-371,-69,161,-322,166,81,-1416,-145,0,377.9457633047366
22,-366,-72,310,-324,232,61,-1395,-169,0,373.6629497287629
15,-352,-77,429,-299,288,53,-1370,-191,0,360.63555010564335
17,-343,-80,497,-263,333,51,-1318,-205,0,352.6159383805559
15,-322,-84,530,-221,355,48,-1248,-228,0,333.11409456821247
22,-293,-84,536,-165,376,78,-1132,-209,0,305.5961387190617
30,-267,-88,523,-103,403,106,-1036,-226,0,282.72424727992467
33,-243,-88,459,-40,425,126,-952,-224,0,260.5417432965397
35,-214,-71,343,4,440,138,-863,-195,0,228.17098851519228
47,-199,-70,201,8,452,189,-791,-154,0,216.12496385193452
58,-179,-52,69,-28,453,242,-696,-110,0,195.21526579650475
71,-157,-53,-18,-69,444,273,-618,-98,0,180.2747902508834
82,-145,-52,-96,-96,445,307,-575,-90,0,174.5078794782631
81,-143,-53,-176,-101,450,304,-545,-90,0,172.68178826963774
83,-137,-50,-252,-85,461,315,-548,-74,0,167.80345646022909
83,-145,-44,-314,-67,478,306,-555,-56,0,172.77152543170996
73,-147,-43,-349,-36,511,279,-567,-29,0,169.66732154425023
65,-155,-29,-353,10,551,238,-594,-4,0,170.5608395851756
59,-169,-29,-328,59,597,221,-630,15,0,181.33670340005634
61,-179,-32,-283,100,638,210,-683,28,0,191.79676743887003
50,-191,-28,-230,134,665,191,-730,30,0,199.4116345652881
42,-203,-25,-171,167,680,153,-781,29,0,208.80134099186242
32,-217,-22,-106,195,683,112,-816,36,0,220.44727260730625
23,-221,-24,-39,217,681,87,-841,29,0,223.48601745970598
18,-221,-25,27,237,677,75,-854,29,0,223.13672938357772
20,-219,-27,86,258,667,70,-845,23,0,221.56263222845138
20,-217,-29,134,287,649,66,-829,20,0,219.84085152673512
15,-208,-28,172,325,624,50,-810,15,0,210.41150158677164
15,-202,-31,198,369,599,48,-782,12,0,204.91461636496308
14,-192,-28,211,411,573,48,-758,-1,0,194.53534383242547
16,-184,-29,210,451,549,47,-723,-4,0,186.95721435665433
17,-180,-34,191,491,524,56,-698,7,0,183.9701062672955
17,-171,-28,165,526,494,58,-652,5,0,174.10916116046278
13,-160,-30,138,569,471,53,-624,16,0,163.3064603743526
13,-152,-30,105,615,457,45,-600,26,0,155.47668635522177
14,-149,-22,64,658,446,56,-584,37,0,151.2646687101783
16,-149,-20,12,696,434,58,-577,48,0,151.1853167473614
12,-146,-19,-45,733,412,42,-577,61,0,147.7193284577208
13,-156,-14,-101,765,390,42,-612,80,0,157.16551784663199
12,-168,-6,-144,793,365,36,-642,108,0,168.53486286225768
8,-183,0,-167,814,330,34,-684,134,0,183.17477992343814
6,-191,2,-169,840,297,24,-740,160,0,191.10468335443798
15,-199,21,-149,870,261,52,-765,211,0,200.66638981154767
13,-210,24,-97,911,209,45,-810,217,0,211.7663807123312
15,-218,24,-42,969,155,51,-844,226,0,219.82947936980608
14,-232,23,11,1039,100,37,-891,216,0,233.55727348982305
12,-245,17,61,1106,52,49,-947,200,0,245.88208556135194
11,-252,13,104,1163,1,45,-967,180,0,252.57474141330917
9,-261,3,153,1212,-49,42,-1009,133,0,261.17235688334245
13,-273,-4,186,1258,-91,39,-1053,99,0,273.3386178350948
13,-277,-12,206,1296,-128,54,-1076,88,0,277.564406940083
13,-281,-10,214,1322,-163,52,-1102,86,0,281.47824072208493
11,-290,3,209,1339,-195,45,-1124,98,0,290.2240513809977
6,-294,8,206,1343,-215,33,-1143,139,0,294.17001886664116
-2,-298,22,210,1335,-225,5,-1151,188,0,298.8176701602501
-11,-290,29,230,1311,-226,-22,-1136,232,0,291.65390448269335
-14,-288,44,264,1266,-220,-47,-1114,276,0,291.6779045454078
-26,-278,41,292,1198,-203,-80,-1098,284,0,282.207370562854
-43,-276,25,294,1099,-184,-126,-1092,232,0,280.4460732476032
-54,-275,-1,256,951,-158,-177,-1091,149,0,280.25345671373975
-69,-273,-16,167,769,-127,-227,-1085,66,0,282.03900439478224
-72,-271,-28,40,591,-85,-268,-1077,23,0,281.79602552200765
-70,-274,-20,-97,443,-24,-254,-1081,33,0,283.5066136794696
-59,-287,6,-206,337,47,-244,-1115,106,0,293.0631331300476
-67,-300,39,-267,272,120,-247,-1146,262,0,309.8548047069788
-78,-302,77,-262,239,189,-278,-1166,420,0,321.2740263388872
-84,-299,108,-195,203,255,-314,-1153,531,0,328.8175786055241
-90,-288,114,-88,144,326,-329,-1129,563,0,322.5523213371747
-86,-276,111,14,74,386,-324,-1093,553,0,309.6659490483253
-78,-268,94,87,5,438,-295,-1037,501,0,294.5233437267749
-70,-249,80,119,-55,485,-259,-980,434,0,270.74157419945686
-52,-239,61,96,-99,523,-221,-944,365,0,252.08331955922827
-48,-234,46,22,-129,542,-188,-936,310,0,243.26117651610582
-41,-248,32,-100,-145,544,-146,-982,266,0,253.39494864736352
-35,-279,21,-268,-154,526,-143,-1105,215,0,281.96985654498604
-43,-320,1,-473,-156,512,-166,-1276,132,0,322.87768581925883
-61,-365,-27,-696,-156,519,-235,-1441,25,0,371.04581927303803
-72,-399,-59,-890,-156,539,-274,-1559,-123,0,409.71453476780636
-71,-434,-107,-1027,-188,557,-269,-1671,-298,0,452.59916040576127
-61,-464,-148,-1092,-277,571,-215,-1783,-467,0,490.83704016710067
-41,-494,-166,-1066,-406,607,-153,-1864,-543,0,522.7552008349606
-27,-503,-158,-930,-519,684,-106,-1906,-524,0,527.9223427740106
-17,-488,-134,-706,-596,801,-75,-1849,-438,0,506.34869408343496
-8,-448,-119,-444,-649,934,-46,-1721,-363,0,463.60435718401095
12,-392,-109,-222,-679,1063,38,-1532,-327,0,407.04913708298164
39,-338,-107,-101,-661,1159,126,-1327,-298,0,356.6707164879113
53,-289,-97,-82,-581,1212,181,-1138,-273,0,309.4171940923775
54,-256,-94,-127,-474,1233,202,-1005,-254,0,278.0071941515183
49,-239,-107,-181,-394,1232,186,-918,-290,0,266.4038288013143
37,-226,-118,-207,-362,1211,138,-862,-352,0,257.62181584640695
27,-222,-144,-194,-374,1195,114,-841,-430,0,265.98684177981437
30,-227,-161,-152,-400,1186,112,-864,-513,0,279.9107000455681
44,-242,-167,-119,-405,1173,154,-937,-549,0,297.30287586903694
54,-266,-155,-125,-371,1139,185,-1019,-528,0,312.56519319975473
58,-293,-129,-166,-297,1091,203,-1119,-422,0,325.3521169440887
54,-318,-102,-207,-207,1026,195,-1208,-288,0,338.2957286162508
47,-338,-73,-226,-121,942,175,-1303,-194,0,348.9727783079935
48,-355,-61,-229,-53,842,172,-1369,-138,0,363.38684621213247
51,-366,-54,-216,-10,733,196,-1392,-102,0,373.4608413207468
59,-364,-52,-183,27,610,218,-1405,-107,0,372.3989795904387
65,-363,-52,-123,68,479,241,-1393,-99,0,372.4218038729741
60,-354,-51,-46,114,339,241,-1371,-89,0,362.6527264477685
51,-345,-50,44,159,198,198,-1321,-73,0,352.3151997856465
38,-331,-46,134,188,56,143,-1276,-62,0,336.3346547711074
21,-316,-41,214,200,-81,79,-1199,-41,0,319.3399442600315
-4,-295,-41,278,182,-218,19,-1127,-35,0,297.8623843320939
-12,-266,-47,308,143,-344,-47,-1024,-63,0,270.38676003088614
-27,-237,-52,287,88,-454,-96,-925,-92,0,244.13520843991347
-39,-218,-70,230,34,-552,-152,-857,-163,0,232.26062946612367
-52,-202,-78,110,-8,-624,-189,-805,-194,0,222.69261325872486
-55,-193,-82,-34,-44,-684,-210,-760,-201,0,216.790221181676
-60,-188,-83,-170,-77,-729,-249,-723,-201,0,214.0864311440592
-74,-176,-77,-284,-105,-749,-275,-671,-172,0,205.86646157157313
-75,-163,-66,-356,-126,-743,-287,-633,-151,0,191.18054294305162
-76,-164,-71,-401,-148,-729,-293,-642,-160,0,194.19835220722138
-70,-167,-54,-473,-178,-699,-269,-656,-111,0,188.95766721676048
-62,-170,-52,-521,-216,-686,-254,-649,-78,0,188.2763925721969
-62,-170,-42,-554,-262,-683,-237,-649,-43,0,185.76329023787235
-57,-172,-38,-573,-313,-689,-218,-663,-31,0,185.1404871982355
-53,-173,-33,-585,-369,-699,-196,-664,4,0,183.92117876960228
-48,-173,-30,-573,-434,-704,-177,-673,7,0,182.02472359545007
-37,-177,-27,-540,-499,-712,-150,-679,22,0,182.83052261589145
-27,-183,-25,-489,-557,-717,-123,-679,19,0,186.66279757894984
-32,-185,-34,-425,-603,-720,-121,-688,5,0,190.80094339389416
-34,-186,-33,-359,-634,-718,-132,-709,-21,0,191.9400948212749
-42,-188,-35,-291,-663,-707,-138,-716,-21,0,195.78815081613087
-33,-191,-47,-214,-697,-687,-144,-732,-34,0,199.44673474389094
-34,-194,-39,-139,-732,-660,-132,-752,-34,0,200.78097519436446
-28,-195,-41,-71,-765,-630,-105,-753,-38,0,201.2212712413874
-16,-197,-46,-22,-781,-596,-76,-761,-38,0,202.93102276389385
-10,-202,-38,7,-790,-559,-41,-778,-31,0,205.78629691988726
-7,-204,-40,23,-791,-523,-27,-788,-19,0,208.00240383226344
-5,-199,-33,45,-791,-498,-16,-783,-1,0,201.7795827134153
-1,-206,-32,67,-800,-472,-15,-783,8,0,208.47301983710025
0,-199,-30,88,-816,-447,3,-783,30,0,201.2486024796197
4,-197,-26,106,-840,-419,27,-767,33,0,198.74858490062263
10,-197,-24,120,-865,-391,46,-759,29,0,198.70832896484234
15,-200,-20,123,-890,-359,68,-751,30,0,201.55644370746373
16,-195,-22,112,-909,-331,72,-740,41,0,196.88829320200833
19,-190,-21,98,-927,-303,74,-738,52,0,192.09893284451113
21,-191,-14,87,-942,-273,75,-738,65,0,192.66032284827097
23,-195,-10,71,-954,-243,78,-742,87,0,196.60620539545542
20,-192,1,67,-959,-215,92,-745,124,0,193.04144632694815
21,-193,7,85,-958,-187,71,-739,145,0,194.2652825391094
26,-192,9,111,-939,-144,95,-741,173,0,193.96133635340834
32,-209,23,144,-926,-119,123,-804,230,0,212.6828624971932
23,-218,37,184,-940,-123,93,-835,249,0,222.31059353975914
21,-224,47,216,-952,-121,77,-858,265,0,229.83907413666634
17,-230,41,246,-966,-97,69,-893,274,0,234.24346308915432
14,-243,43,281,-986,-64,46,-931,287,0,247.1720048872849
