acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label,smv
13,-256,6,46,0,-9,33,-1032,85,1,256.40007800310826
6,-250,24,50,2,-12,33,-1035,87,1,251.22101822896906
4,-243,8,51,1,-11,26,-1036,83,1,243.16455333785802
6,-251,12,54,2,-11,29,-1032,84,1,251.35830998795325
9,-252,18,57,1,-13,28,-1034,90,1,252.8022942933865
9,-253,18,57,0,-12,30,-1035,91,1,253.79913317424865
8,-252,16,57,2,-12,26,-1029,93,1,252.63412279421004
10,-252,15,58,3,-12,29,-1035,91,1,252.64401833409792
10,-252,15,61,5,-11,27,-1030,90,1,252.64401833409792
8,-251,16,62,4,-12,33,-1031,86,1,251.63664280068593
8,-252,17,62,6,-12,29,-1031,86,1,252.69942619642015
10,-249,15,63,7,-12,36,-1024,91,1,249.65175745425867
13,-253,18,63,7,-12,32,-1025,85,1,253.97243944963793
11,-251,16,60,6,-13,33,-1022,88,1,251.74987586888696
9,-250,16,56,8,-11,31,-1025,92,1,250.67309388923255
10,-250,17,55,9,-12,32,-1019,87,1,250.77679318469643
10,-252,16,51,10,-11,31,-1022,91,1,252.7053620325457
10,-250,15,51,11,-10,37,-1028,88,1,250.64915718988564
12,-250,16,49,10,-11,36,-1032,87,1,250.79872407968904
14,-254,20,49,10,-9,32,-1030,90,1,255.17053121393153
23,-251,21,50,12,-7,36,-1036,88,1,252.9248900365482
8,-247,21,52,12,-8,33,-1035,88,1,248.02016047087784
13,-254,17,53,12,-7,32,-1042,85,1,254.89998038446373
10,-255,16,55,13,-7,36,-1037,90,1,255.69708641280997
11,-256,19,57,15,-7,36,-1040,92,1,256.9396816375392
11,-252,15,59,16,-9,34,-1035,84,1,252.68557536986555
16,-252,15,62,17,-9,37,-1036,88,1,252.95256472311166
11,-253,16,62,18,-10,32,-1030,89,1,253.74396544548603
10,-253,19,63,19,-9,35,-1033,90,1,253.90943267236057
15,-253,18,63,19,-8,37,-1026,88,1,254.08266371399682
15,-252,19,60,19,-8,33,-1025,98,1,253.16002844051033
12,-251,19,60,17,-8,34,-1022,87,1,252.0039682227246
11,-252,18,58,18,-7,35,-1022,89,1,252.8813951242756
13,-250,17,54,17,-6,35,-1022,97,1,250.91432800858544
14,-252,18,49,17,-5,40,-1020,95,1,253.02964253225352
11,-247,15,44,16,-5,38,-1028,89,1,247.69941461376126
14,-249,18,38,15,-4,38,-1019,89,1,250.0419964725926
13,-251,19,33,15,-3,37,-1018,85,1,252.05356573553962
12,-248,16,28,16,-4,36,-1020,94,1,248.8051446413438
14,-249,16,22,17,-4,33,-1026,87,1,249.9059823213522
15,-250,15,16,16,-5,27,-1027,89,1,250.89838580588756
11,-253,16,11,16,-5,34,-1027,96,1,253.74396544548603
12,-256,14,10,16,-5,32,-1030,86,1,256.66320343983864
11,-252,14,8,16,-7,32,-1039,88,1,252.62818528422358
13,-253,17,8,14,-8,35,-1043,89,1,253.90352498537706
13,-252,16,10,15,-8,34,-1039,86,1,252.84184780213894
10,-257,16,13,14,-11,28,-1046,96,1,257.69167623343986
10,-255,15,17,14,-10,29,-1048,92,1,255.63646062328434
10,-255,18,21,14,-10,28,-1044,79,1,255.8300216940928
12,-254,15,27,14,-10,30,-1044,83,1,254.72534228066118
6,-249,13,31,16,-10,32,-1037,85,1,249.41130688082288
11,-253,16,33,15,-11,30,-1036,79,1,253.74396544548603
10,-251,20,34,15,-9,28,-1032,83,1,251.99404754874666
9,-250,16,34,16,-11,28,-1029,90,1,250.67309388923255
13,-252,15,34,16,-10,33,-1026,86,1,252.78053722547548
9,-252,13,35,15,-9,30,-1030,79,1,252.49554451514584
10,-253,18,35,15,-10,36,-1031,80,1,253.83656159032725
7,-250,13,36,16,-8,33,-1035,78,1,250.4356204696129
10,-252,15,39,17,-8,26,-1029,84,1,252.64401833409792
11,-252,14,43,16,-9,31,-1032,83,1,252.62818528422358
10,-253,18,46,17,-10,33,-1033,87,1,253.83656159032725
7,-249,13,47,18,-11,30,-1031,79,1,249.43736688796247
9,-249,17,47,16,-11,28,-1026,86,1,249.7418667344344
8,-250,16,45,15,-12,29,-1028,87,1,250.63918289046507
11,-250,11,44,14,-12,31,-1027,78,1,250.48353239285012
12,-251,14,42,14,-11,32,-1027,83,1,251.67637950352037
12,-248,15,41,16,-9,31,-1031,89,1,248.74283909290736
9,-255,13,39,17,-11,33,-1035,82,1,255.48972582082436
12,-257,16,42,16,-11,32,-1041,85,1,257.77703543954414
8,-255,19,45,15,-10,29,-1046,89,1,255.83197610932064
9,-253,16,49,12,-9,29,-1049,94,1,253.66513359151273
10,-257,15,55,10,-10,26,-1054,95,1,257.63151981075606
11,-254,19,58,10,-11,23,-1043,91,1,254.9470533267643
8,-254,16,60,9,-13,29,-1028,80,1,254.62914208707534
12,-250,17,60,7,-12,29,-1024,83,1,250.86450526130633
12,-249,9,57,5,-13,28,-1022,80,1,249.45139807184887
9,-247,13,50,4,-11,27,-1016,76,1,247.50555549320504
11,-249,13,42,2,-12,27,-1019,74,1,249.58164996649893
8,-248,14,35,4,-12,29,-1022,80,1,248.52364072659165
9,-251,14,31,5,-12,24,-1028,84,1,251.5511876338492
12,-251,16,26,7,-11,29,-1032,83,1,251.79555198613022
7,-250,13,25,7,-11,27,-1032,86,1,250.4356204696129
8,-253,13,24,9,-13,26,-1026,89,1,253.46005602461307
12,-255,16,26,9,-12,28,-1035,89,1,255.78311124857325
12,-256,31,31,11,-14,27,-1039,85,1,258.14918167602235
12,-252,17,37,10,-14,29,-1041,84,1,252.85766747322495
11,-254,14,43,9,-17,30,-1034,87,1,254.62325109855934
8,-255,13,48,11,-16,28,-1035,85,1,255.4564542148035
12,-253,13,51,11,-18,33,-1037,79,1,253.6178227175685
12,-251,13,55,10,-19,35,-1040,79,1,251.62273347215668
13,-254,14,59,9,-18,33,-1035,73,1,254.7174905655283
9,-253,10,60,11,-18,34,-1039,76,1,253.357454991954
11,-253,13,64,10,-19,32,-1032,78,1,253.57247484693602
9,-249,11,64,12,-19,33,-1029,80,1,249.40529264632698
10,-249,14,66,12,-20,31,-1025,76,1,249.59366979152335
12,-248,15,65,13,-20,29,-1022,77,1,248.74283909290736
11,-250,12,64,12,-18,30,-1023,77,1,250.52943938786913
11,-250,10,61,14,-18,31,-1025,74,1,250.4416099612842
10,-250,15,59,15,-17,29,-1025,83,1,250.64915718988564
10,-251,14,55,16,-20,34,-1022,79,1,251.58895047279003
9,-252,13,54,15,-17,33,-1033,79,1,252.49554451514584
10,-251,16,53,15,-16,28,-1033,84,1,251.70816434911285
10,-253,13,52,15,-19,30,-1034,85,1,253.5310631855592
11,-252,17,50,12,-20,30,-1033,89,1,252.81218325072865
10,-252,15,49,11,-20,35,-1034,88,1,252.64401833409792
10,-251,15,48,10,-20,33,-1040,85,1,251.6465775646472
12,-250,11,46,8,-21,33,-1034,87,1,250.52943938786913
13,-252,14,45,8,-20,30,-1034,80,1,252.7231687044146
11,-250,17,43,9,-19,35,-1035,80,1,250.81865959294177
13,-249,16,44,8,-19,32,-1031,81,1,249.85195616604645
13,-250,11,44,7,-18,34,-1029,74,1,250.57932875638406
12,-254,14,43,9,-19,36,-1019,78,1,254.66841186138495
13,-252,15,40,11,-18,35,-1032,83,1,252.78053722547548
10,-250,14,42,13,-19,35,-1027,79,1,250.59130072690073
12,-254,15,43,12,-18,31,-1034,82,1,254.72534228066118
13,-253,14,44,13,-16,37,-1033,80,1,253.72031846109604
13,-247,20,45,12,-18,37,-1030,77,1,248.1491486989226
13,-256,14,47,12,-17,38,-1036,79,1,256.71190077594764
12,-252,12,48,11,-19,35,-1043,80,1,252.57078215819027
13,-253,16,49,10,-18,35,-1037,82,1,253.83853135408737
14,-255,13,52,8,-19,36,-1032,79,1,255.71468475627285
13,-250,18,52,7,-19,36,-1029,78,1,250.98406323908296
11,-253,13,51,6,-20,41,-1034,82,1,253.57247484693602
14,-251,15,52,5,-18,38,-1031,79,1,251.8372490319889
14,-250,15,52,6,-17,35,-1031,82,1,250.84058682757063
12,-249,15,48,6,-17,30,-1024,82,1,249.73986465920893
9,-250,13,46,5,-19,37,-1029,82,1,250.49950099750697
11,-251,14,44,7,-16,34,-1027,80,1,251.63068175403413
15,-247,4,40,9,-17,35,-1033,82,1,247.48737341529164
11,-250,13,38,11,-16,38,-1031,86,1,250.57932875638406
11,-250,17,38,12,-14,36,-1027,88,1,250.81865959294177
13,-249,19,38,13,-14,37,-1032,84,1,250.06199231390605
9,-253,14,39,14,-15,38,-1033,92,1,253.54683985409875
12,-255,14,40,16,-14,35,-1034,83,1,255.66579747787932
11,-253,15,41,15,-13,35,-1029,88,1,253.6828728944861
11,-250,16,41,16,-12,32,-1036,88,1,250.75286638441443
11,-249,15,43,15,-11,36,-1035,83,1,249.69381249842777
9,-250,19,45,15,-11,34,-1032,85,1,250.8824425901502
10,-251,17,46,14,-13,33,-1030,88,1,251.77370792042603
10,-249,15,45,14,-13,36,-1032,87,1,249.65175745425867
9,-251,17,46,12,-13,35,-1033,87,1,251.73597279689687
12,-252,12,44,10,-11,37,-1034,85,1,252.57078215819027
11,-255,17,44,10,-12,35,-1026,82,1,255.80265831300503
12,-255,13,43,11,-11,37,-1034,87,1,255.61298871536243
7,-250,18,42,11,-9,33,-1031,83,1,250.7448902769506
10,-252,16,43,13,-9,37,-1035,80,1,252.7053620325457
11,-250,15,41,14,-10,40,-1032,80,1,250.69104491385409
13,-251,11,42,16,-10,35,-1028,84,1,251.5770259781286
15,-256,36,41,17,-8,37,-1034,84,1,258.953663808798
7,-249,32,43,17,-9,37,-1030,82,1,251.1453762265991
16,-255,14,44,18,-10,39,-1033,86,1,255.88473967784793
14,-252,17,44,17,-11,38,-1034,82,1,252.96047122030745
14,-249,15,47,18,-9,34,-1032,87,1,249.84395129760497
12,-253,17,50,17,-9,38,-1033,83,1,253.85428891393582
14,-250,15,49,16,-9,40,-1032,84,1,250.84058682757063
14,-249,12,49,16,-8,33,-1031,84,1,249.68179749433077
12,-250,12,48,15,-9,37,-1031,84,1,250.57533797243494
11,-251,15,48,14,-9,36,-1036,83,1,251.68829929100795
11,-253,12,48,13,-7,36,-1030,92,1,253.52317448312294
12,-255,16,47,13,-7,35,-1035,80,1,255.78311124857325
10,-254,15,46,14,-6,36,-1034,81,1,254.6389600984107
11,-252,13,45,14,-7,38,-1032,80,1,252.57474141330917
12,-251,17,46,15,-7,31,-1032,78,1,251.8610728159475
13,-253,12,43,15,-7,34,-1036,81,1,253.6178227175685
9,-249,11,44,16,-8,36,-1032,84,1,249.40529264632698
11,-249,14,43,16,-6,36,-1029,80,1,249.635734621468
14,-251,14,43,18,-5,36,-1030,76,1,251.77966558084074
15,-253,14,42,18,-8,35,-1022,81,1,253.83065220733292
13,-253,18,42,18,-7,40,-1026,81,1,253.97243944963793
14,-252,13,43,19,-7,37,-1031,84,1,252.7231687044146
11,-253,16,42,18,-5,40,-1030,80,1,253.74396544548603
13,-252,15,41,20,-5,36,-1030,84,1,252.78053722547548
14,-254,14,43,19,-4,36,-1028,80,1,254.77048494674574
13,-250,15,41,18,-6,35,-1032,85,1,250.78676201107587
13,-249,13,41,16,-5,36,-1032,78,1,249.67779236447922
15,-252,13,41,16,-5,33,-1031,78,1,252.78053722547548
12,-253,13,39,15,-4,35,-1032,83,1,253.6178227175685
11,-251,13,38,15,-5,34,-1033,79,1,251.5770259781286
12,-251,16,37,14,-4,32,-1032,83,1,251.79555198613022
9,-253,15,36,15,-5,36,-1035,73,1,253.60402205012443
11,-253,16,36,16,-4,34,-1029,81,1,253.74396544548603
12,-253,15,35,16,-5,35,-1032,79,1,253.7282010340987
10,-251,15,37,16,-5,34,-1035,75,1,251.6465775646472
9,-251,13,38,16,-4,35,-1029,77,1,251.497514898259
11,-253,12,41,16,-3,34,-1036,81,1,253.52317448312294
13,-252,16,42,17,-3,32,-1032,83,1,252.84184780213894
11,-249,11,41,16,-4,37,-1030,77,1,249.48547051882602
11,-251,14,40,17,-5,36,-1032,78,1,251.63068175403413
10,-249,16,39,18,-5,35,-1032,79,1,249.7138362205827
12,-252,10,40,18,-6,31,-1031,82,1,252.4836628378161
11,-252,13,39,20,-6,35,-1034,79,1,252.57474141330917
12,-254,16,39,20,-5,35,-1036,79,1,254.78618486880328
3,-245,25,38,19,-5,46,-1030,75,1,246.29047890651395
9,-253,13,43,19,-6,33,-1045,70,1,253.4935896625396
11,-253,7,49,19,-4,34,-1044,73,1,253.33574560255013
13,-255,12,55,22,-5,33,-1039,75,1,255.61298871536243
11,-254,10,61,22,-5,35,-1034,70,1,254.4346674492295
13,-252,14,64,21,-4,32,-1029,78,1,252.7231687044146
12,-254,15,65,20,-4,32,-1024,77,1,254.72534228066118
10,-249,14,65,19,-7,36,-1019,74,1,249.59366979152335
12,-251,12,60,19,-5,36,-1018,78,1,251.57305102097084
12,-249,13,55,19,-7,32,-1026,82,1,249.6277228194016
11,-253,14,52,19,-6,38,-1028,81,1,253.62570847609277
13,-253,12,50,19,-4,38,-1031,70,1,253.6178227175685
13,-257,13,49,19,-4,33,-1042,73,1,257.6567484076441
11,-255,11,50,21,-4,33,-1047,78,1,255.4740691342274
13,-253,12,53,19,-2,34,-1049,81,1,253.6178227175685
11,-256,15,58,19,-3,34,-1057,83,1,256.6748916431056
10,-255,18,59,18,-1,30,-1047,87,1,255.8300216940928
10,-254,13,63,17,-4,34,-1044,79,1,254.52897673938816
9,-248,15,65,16,-5,34,-1032,79,1,248.61617002922395
8,-248,13,64,13,-6,37,-1028,77,1,248.46931400074337
10,-250,10,63,12,-7,37,-1019,70,1,250.3996805109783
9,-245,13,59,13,-7,34,-1020,78,1,245.50967394381834
12,-252,12,53,13,-6,33,-1030,69,1,252.57078215819027
14,-251,13,50,16,-6,34,-1034,75,1,251.726041561059
9,-251,15,49,17,-7,34,-1032,75,1,251.60882337469806
10,-255,15,51,18,-8,35,-1041,76,1,255.63646062328434
12,-254,15,55,19,-7,31,-1038,78,1,254.72534228066118
14,-253,18,59,20,-8,32,-1043,84,1,254.02558926218438
13,-254,17,64,20,-6,34,-1040,79,1,254.89998038446373
10,-252,15,67,20,-6,31,-1039,79,1,252.64401833409792
12,-255,12,72,19,-7,31,-1035,79,1,255.5640819833648
14,-251,16,76,18,-6,37,-1032,75,1,251.89878919915435
7,-255,10,77,17,-5,34,-1029,82,1,255.29198969023685
12,-251,17,78,17,-6,34,-1029,78,1,251.8610728159475
10,-251,11,79,17,-6,34,-1027,79,1,251.43985364297365
11,-249,12,78,15,-7,33,-1020,74,1,249.53156113005025
10,-248,14,76,15,-6,32,-1020,76,1,248.59605789312107
12,-250,13,75,15,-5,31,-1014,74,1,250.62521820439378
11,-245,11,71,15,-7,31,-1022,78,1,245.4933807661624
11,-251,16,69,15,-8,31,-1022,83,1,251.74987586888696
8,-250,14,66,15,-8,34,-1025,79,1,250.51946032194783
12,-253,13,65,14,-8,31,-1025,84,1,253.6178227175685
10,-255,12,64,16,-8,29,-1027,83,1,255.47798339583002
13,-250,12,62,17,-7,33,-1034,79,1,250.62521820439378
11,-250,14,62,18,-6,29,-1032,80,1,250.63319812028095
12,-254,14,62,17,-5,34,-1034,80,1,254.66841186138495
11,-253,13,63,16,-5,35,-1034,79,1,253.57247484693602
11,-253,15,64,15,-7,34,-1039,78,1,253.6828728944861
14,-252,15,63,15,-7,36,-1037,81,1,252.83393759541065
12,-250,14,65,15,-7,31,-1030,80,1,250.67907770693589
13,-253,18,66,15,-6,35,-1033,80,1,253.97243944963793
10,-254,15,66,14,-6,33,-1036,79,1,254.6389600984107
13,-252,12,66,14,-8,26,-1036,78,1,252.62026838715852
10,-256,13,67,14,-5,30,-1036,79,1,256.5248525971704
11,-252,14,68,14,-6,25,-1039,78,1,252.62818528422358
11,-255,10,69,15,-8,30,-1038,80,1,255.43296576597157
10,-251,15,70,15,-6,29,-1032,78,1,251.6465775646472
9,-250,15,70,15,-8,29,-1031,78,1,250.61125274017525
11,-250,16,68,14,-8,28,-1030,86,1,250.75286638441443
10,-252,13,67,14,-8,35,-1028,81,1,252.53316613862822
10,-250,17,66,15,-8,30,-1029,85,1,250.77679318469643
11,-251,13,66,15,-8,29,-1023,83,1,251.5770259781286
11,-254,13,66,15,-8,35,-1020,84,1,254.57022606738596
11,-254,13,67,17,-6,36,-1035,84,1,254.57022606738596
14,-249,12,67,15,-8,34,-1034,88,1,249.68179749433077
14,-254,14,69,13,-7,35,-1037,86,1,254.77048494674574
10,-252,22,71,12,-7,36,-1041,88,1,253.15607833903573
11,-250,18,72,12,-10,37,-1033,84,1,250.88842141477951
13,-252,19,72,13,-10,36,-1033,88,1,253.04940229133123
12,-252,13,71,12,-8,35,-1037,87,1,252.62026838715852
10,-252,18,71,11,-8,36,-1035,89,1,252.8398702736576
12,-253,22,71,10,-8,32,-1031,93,1,254.23807739990482
11,-252,16,71,10,-9,32,-1034,95,1,252.74690898208826
11,-251,18,70,11,-8,32,-1029,92,1,251.88489434660428
10,-252,21,69,13,-9,35,-1028,91,1,253.07113624433742
8,-250,19,68,14,-9,31,-1034,91,1,250.84855989221865
10,-250,20,66,14,-10,35,-1030,86,1,250.99800796022265
11,-250,15,66,15,-8,33,-1030,85,1,250.69104491385409
14,-251,14,67,15,-8,34,-1026,90,1,251.77966558084074
12,-250,16,66,15,-8,33,-1028,90,1,250.79872407968904
11,-251,17,66,17,-6,31,-1028,88,1,251.815408583351
12,-254,14,66,15,-6,35,-1027,89,1,254.66841186138495
11,-251,16,65,15,-8,34,-1027,89,1,251.74987586888696
11,-252,18,66,15,-7,38,-1032,90,1,252.8813951242756
13,-254,27,67,13,-7,36,-1031,91,1,255.76160775221913
15,-252,15,71,12,-7,30,-1030,87,1,252.8912809884912
10,-254,14,71,13,-6,32,-1028,91,1,254.5820103620835
11,-251,18,72,12,-6,36,-1033,88,1,251.88489434660428
12,-251,15,72,11,-8,30,-1035,87,1,251.7339865810733
9,-252,15,72,11,-9,28,-1032,87,1,252.6064132202506
12,-252,14,71,12,-8,32,-1034,87,1,252.6737026285086
10,-250,16,70,13,-9,30,-1028,85,1,250.71098898931416
9,-252,15,69,14,-10,31,-1030,86,1,252.6064132202506
11,-254,18,68,15,-8,33,-1034,95,1,254.87447891069831
11,-254,19,68,14,-8,31,-1032,86,1,254.9470533267643
10,-252,17,67,15,-7,30,-1029,87,1,252.77064703006954
14,-253,14,66,16,-9,31,-1030,76,1,253.7735210773575
11,-253,15,66,17,-9,32,-1032,86,1,253.6828728944861
7,-249,15,64,16,-7,34,-1034,87,1,249.5495942693556
10,-249,13,66,16,-7,36,-1033,87,1,249.5395760195164
9,-253,16,67,16,-8,36,-1032,87,1,253.66513359151273
12,-255,20,67,15,-9,30,-1034,94,1,256.0644450133599
12,-256,13,68,16,-10,33,-1034,86,1,256.61059993694727
12,-252,16,69,16,-8,31,-1036,91,1,252.79240494919938
12,-255,14,68,15,-11,28,-1034,88,1,255.66579747787932
8,-254,12,67,14,-9,33,-1030,85,1,254.40911933340755
9,-254,22,66,14,-9,31,-1035,90,1,255.1097802907603
15,-255,13,66,15,-8,28,-1032,86,1,255.77138229285933
10,-252,18,65,15,-9,33,-1028,89,1,252.8398702736576
10,-250,15,65,15,-10,33,-1034,84,1,250.64915718988564
11,-253,15,66,15,-8,34,-1030,85,1,253.6828728944861
11,-254,13,64,15,-9,33,-1029,90,1,254.57022606738596
9,-251,18,64,15,-8,33,-1031,98,1,251.8054804804693
12,-250,14,64,13,-8,33,-1027,92,1,250.67907770693589
12,-254,14,64,13,-8,31,-1034,90,1,254.66841186138495
9,-254,17,63,13,-8,34,-1034,85,1,254.7273051716286
11,-252,17,65,14,-9,27,-1029,88,1,252.81218325072865
9,-249,15,65,14,-8,34,-1032,95,1,249.61370154701044
10,-252,20,65,13,-9,35,-1033,87,1,252.99011838409817
13,-254,18,65,13,-8,32,-1035,93,1,254.9686255208668
12,-253,16,65,13,-10,33,-1036,90,1,253.78928267363852
12,-254,15,68,13,-9,34,-1027,92,1,254.72534228066118
15,-251,15,67,13,-8,35,-1037,97,1,251.89481931949294
11,-251,16,68,15,-11,37,-1029,94,1,251.74987586888696
8,-250,18,69,17,-10,28,-1031,87,1,250.77479937186672
7,-254,17,70,16,-11,32,-1028,95,1,254.6644851564505
9,-249,17,72,16,-11,36,-1025,95,1,249.7418667344344
9,-252,18,73,17,-11,33,-1034,94,1,252.8022942933865
8,-256,21,75,17,-10,31,-1031,91,1,256.9844353263442
11,-254,19,76,17,-11,27,-1030,91,1,254.9470533267643
11,-251,18,79,18,-11,29,-1031,90,1,251.88489434660428
10,-251,16,79,18,-12,29,-1030,97,1,251.70816434911285
11,-252,18,80,19,-12,32,-1025,92,1,252.8813951242756
11,-250,18,80,17,-11,31,-1022,97,1,250.88842141477951
11,-250,17,76,18,-11,31,-1025,86,1,250.81865959294177
9,-251,14,73,16,-11,31,-1027,94,1,251.5511876338492
12,-252,15,69,16,-11,28,-1020,86,1,252.7310823780882
12,-253,21,66,17,-9,31,-1028,96,1,254.15349692656207
12,-252,19,64,17,-10,28,-1032,93,1,253.0
12,-258,18,64,17,-9,30,-1035,88,1,258.905388124697
11,-253,19,66,19,-10,33,-1050,90,1,253.95078263317086
11,-256,16,70,19,-8,31,-1035,92,1,256.7352722163435
10,-255,16,76,19,-9,34,-1041,92,1,255.69708641280997
10,-253,15,81,19,-10,32,-1041,89,1,253.64147925763245
11,-250,16,84,18,-11,30,-1033,85,1,250.75286638441443
9,-249,18,86,17,-12,29,-1025,94,1,249.81192925879262
13,-250,18,84,18,-13,31,-1019,95,1,250.98406323908296
9,-248,17,81,15,-12,34,-1015,94,1,248.74484919290288
9,-249,22,74,16,-13,36,-1024,93,1,250.13196517038762
20,-252,22,70,16,-12,36,-1027,100,1,253.74790639530408
13,-251,14,67,17,-11,37,-1035,92,1,251.726041561059
10,-253,21,67,17,-10,33,-1034,99,1,254.06692031825
10,-256,18,68,17,-8,29,-1046,98,1,256.82678987987214
12,-256,22,72,18,-8,33,-1056,96,1,257.2236381050544
9,-257,15,78,19,-7,31,-1055,101,1,257.59464280143715
10,-261,18,86,20,-6,31,-1057,98,1,261.8110005328271
9,-256,22,93,17,-7,31,-1052,99,1,257.1011474108974
8,-255,16,100,16,-9,35,-1045,90,1,255.6266809235687
11,-253,14,105,14,-10,27,-1040,89,1,253.62570847609277
9,-251,14,104,13,-11,32,-1029,92,1,251.5511876338492
12,-252,15,101,13,-12,30,-1026,80,1,252.7310823780882
11,-252,19,97,12,-12,33,-1026,88,1,252.95454137057908
11,-247,15,93,13,-11,31,-1016,96,1,247.69941461376126
9,-248,20,89,15,-11,36,-1021,90,1,248.96786941290236
9,-250,16,89,14,-10,30,-1023,89,1,250.67309388923255
10,-245,21,88,15,-11,29,-1021,97,1,246.1016050333683
10,-251,16,88,15,-9,33,-1033,95,1,251.70816434911285
8,-249,17,88,15,-9,33,-1034,100,1,249.70782927253202
10,-251,19,90,16,-9,30,-1029,107,1,251.91665288344873
11,-254,19,90,17,-8,35,-1032,104,1,254.9470533267643
12,-256,25,91,18,-9,34,-1026,105,1,257.4975728040946
12,-249,20,92,18,-9,33,-1032,105,1,250.08998380582938
11,-251,20,93,16,-10,33,-1029,105,1,252.03571175529868
11,-251,18,94,15,-9,32,-1024,106,1,251.88489434660428
