acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,acc2_x,acc2_y,acc2_z,label,smv
30,-258,-15,174,-761,288,109,-1001,59,0,260.17109754928583
47,-259,-32,104,-680,228,167,-1016,11,0,265.1678713569953
54,-250,-30,21,-602,133,209,-986,9,0,257.5189313429209
66,-255,-31,-58,-540,91,248,-997,20,0,265.2206628451109
76,-259,-17,-114,-474,46,284,-1020,49,0,270.45517188621113
81,-259,-4,-141,-415,0,299,-1019,88,0,271.4000736919576
93,-262,6,-147,-364,-39,334,-1020,136,0,278.08092347372553
111,-266,20,-140,-310,-80,386,-1018,184,0,288.9238654040195
113,-263,32,-128,-248,-122,429,-1023,226,0,288.0312483047629
121,-269,47,-112,-184,-164,451,-1027,275,0,298.6821052557384
123,-271,58,-83,-127,-215,462,-1055,313,0,303.2062004643045
119,-271,61,-46,-80,-290,479,-1040,363,0,302.19695564316993
110,-277,63,-4,-64,-330,440,-1064,361,0,304.6276415560479
105,-294,58,31,-63,-356,411,-1137,330,0,317.52952618614853
95,-308,42,48,-60,-415,382,-1194,271,0,325.04307406865325
87,-317,21,45,-58,-483,331,-1241,210,0,329.3918638946627
75,-338,2,36,-35,-524,273,-1309,126,0,346.2268042771963
59,-351,-16,12,30,-559,207,-1370,60,0,356.2835949072031
44,-362,-28,-28,132,-602,148,-1408,17,0,365.7376108633073
31,-362,-36,-76,239,-659,118,-1428,-16,0,365.10409474559447
30,-364,-41,-128,319,-728,103,-1419,-41,0,367.52823020823854
31,-360,-49,-181,366,-796,110,-1406,-71,0,364.63954804710914
43,-354,-56,-235,392,-849,151,-1378,-106,0,360.9722981061012
50,-348,-55,-281,425,-903,182,-1353,-123,0,355.8496873681358
55,-339,-52,-317,477,-958,203,-1322,-97,0,347.34708865916815
48,-328,-39,-331,537,-999,200,-1287,-25,0,333.77986757741996
47,-331,-14,-311,586,-1028,178,-1269,49,0,334.6132095420024
32,-315,7,-272,600,-1080,136,-1214,133,0,316.6985948816319
21,-311,19,-225,543,-1072,100,-1193,187,0,312.2867272235565
8,-304,19,-174,452,-1048,43,-1171,196,0,304.6982113501817
-2,-294,14,-127,336,-997,27,-1148,175,0,294.33993952571234
-1,-293,-11,-81,195,-933,21,-1139,91,0,293.2081172136952
0,-289,-49,-42,57,-880,12,-1111,-45,0,293.1245469079654
0,-275,-87,-22,-58,-833,7,-1074,-200,0,288.4337012209218
-8,-259,-121,-9,-143,-786,-18,-1008,-352,0,285.9825169481519
-13,-249,-144,-11,-203,-728,-43,-958,-457,0,287.9340202199108
-17,-232,-155,-33,-264,-679,-66,-911,-492,0,279.5317513271077
-22,-224,-147,-71,-346,-644,-79,-872,-488,0,268.8289418942834
-26,-217,-140,-118,-453,-617,-94,-839,-451,0,259.5476834803193
-33,-208,-127,-156,-559,-591,-117,-814,-411,0,245.93088459971838
-40,-210,-115,-176,-651,-563,-150,-801,-363,0,242.7447218787671
-47,-213,-105,-185,-725,-527,-172,-814,-307,0,242.0805651017859
-51,-222,-95,-185,-786,-491,-190,-844,-256,0,246.79951377585814
-55,-240,-79,-184,-831,-459,-207,-915,-213,0,258.58460897740997
-61,-257,-72,-191,-869,-431,-231,-987,-178,0,273.7772817455824
-66,-282,-67,-197,-904,-399,-255,-1084,-145,0,297.2692382336255
-69,-311,-53,-198,-938,-361,-260,-1178,-113,0,322.941171113254
-71,-338,-45,-177,-965,-314,-253,-1275,-70,0,348.2958512529255
-57,-354,-41,-114,-974,-262,-242,-1353,-36,0,360.8961069338377
-52,-363,-33,9,-955,-208,-204,-1386,-22,0,368.1874522576781
-38,-367,-30,183,-904,-155,-165,-1383,1,0,370.17968609852164
-26,-358,-33,400,-830,-102,-114,-1356,-8,0,360.45665481441733
-11,-341,-44,615,-748,-51,-64,-1303,-48,0,344.00290696446154
4,-323,-51,798,-664,-6,4,-1232,-84,0,327.02599285072125
25,-298,-58,920,-583,31,88,-1141,-109,0,304.61943470501024
44,-270,-68,979,-519,65,167,-1060,-153,0,281.8865019826242
61,-252,-81,958,-477,99,245,-990,-193,0,271.63578556589334
82,-234,-88,857,-460,139,321,-923,-219,0,263.10454196003536
105,-223,-86,690,-464,186,383,-886,-229,0,261.05554964413227
112,-217,-85,479,-478,226,433,-864,-224,0,258.5691396899483
114,-208,-79,262,-494,266,445,-833,-192,0,250.00199999200007
116,-208,-65,77,-501,309,447,-824,-143,0,246.8704113497606
114,-214,-52,-42,-502,362,437,-836,-98,0,247.98387044322055
115,-225,-47,-107,-494,422,438,-871,-73,0,257.01945451657934
115,-239,-50,-135,-476,466,420,-912,-71,0,269.8999814746196
105,-239,-51,-145,-453,497,392,-927,-80,0,265.9830821687725
93,-250,-49,-136,-416,516,355,-940,-83,0,271.20103244641234
80,-247,-56,-116,-366,530,312,-944,-79,0,265.60308733145405
69,-245,-49,-84,-314,535,268,-947,-72,0,259.2045524291578
61,-247,-47,-48,-264,533,226,-947,-66,0,258.7257234988435
50,-245,-46,-6,-216,525,195,-947,-58,0,254.2459439204488
43,-244,-42,37,-163,509,164,-939,-49,0,251.2946477742811
34,-237,-42,74,-104,489,121,-925,-38,0,243.08229059312404
29,-235,-41,124,-37,469,94,-897,-35,0,240.30605485505353
22,-229,-38,171,34,453,73,-879,-31,0,233.1716106218765
18,-224,-41,212,105,439,50,-862,-33,0,228.43160902116853
13,-217,-37,234,174,424,33,-845,-33,0,220.5153055912446
10,-214,-40,239,237,412,30,-824,-30,0,217.93577035447854
5,-205,-42,226,282,402,22,-806,-28,0,209.31793998604132
12,-201,-34,200,328,392,30,-798,-22,0,204.2082270624766
8,-204,-32,154,358,381,29,-788,-17,0,206.64946164943183
8,-201,-32,98,385,384,26,-787,1,0,203.6884876471913
10,-203,-28,45,405,389,45,-795,21,0,205.165786621454
12,-206,-26,-8,412,396,45,-806,30,0,207.98076834169066
12,-207,-25,-59,424,391,50,-815,33,0,208.84922791334424
13,-212,-24,-107,435,389,51,-833,36,0,213.7498538011196
14,-219,-19,-154,445,392,59,-850,40,0,220.2680185592089
15,-220,-26,-196,456,390,58,-863,41,0,222.03828498707153
13,-224,-23,-234,468,401,47,-887,41,0,225.55265460641337
12,-237,-22,-262,487,403,35,-905,40,0,238.32121181296472
6,-239,-26,-283,505,385,29,-926,47,0,240.4849267625728
13,-242,-16,-293,518,375,45,-934,56,0,242.87651183265953
11,-241,-15,-292,530,366,41,-939,60,0,241.71677641405034
9,-240,-16,-294,553,355,27,-939,61,0,240.7010594077226
5,-237,-13,-297,574,349,22,-936,70,0,237.40892990787015
6,-240,-10,-300,592,342,22,-938,78,0,240.28316628511453
10,-242,-9,-307,608,313,36,-936,96,0,242.3736784388932
9,-242,-5,-310,619,288,34,-931,106,0,242.21890925359233
11,-244,2,-314,639,262,35,-935,118,0,244.25601323201852
10,-242,5,-318,665,234,39,-938,131,0,242.25812679866902
8,-238,4,-326,694,203,26,-927,143,0,238.1680079271773
2,-233,7,-328,725,172,4,-921,153,0,233.11370616074893
0,-238,15,-329,755,146,-7,-920,164,0,238.47222060441337
-2,-241,15,-328,779,116,-13,-934,174,0,241.47463634924478
0,-245,17,-327,803,87,-14,-949,192,0,245.58908770545975
-7,-250,23,-317,829,57,-24,-960,201,0,251.1533396154628
-7,-253,21,-292,860,32,-28,-976,212,0,253.96653322829764
-3,-258,25,-250,888,12,-16,-992,214,0,259.22577032386266
-2,-259,19,-198,911,-6,-20,-997,206,0,259.7036772939498
5,-266,20,-141,933,-16,12,-1018,199,0,266.7976761517986
4,-264,12,-88,953,-26,24,-1009,201,0,264.30285658690866
17,-271,17,-35,970,-4,51,-1035,192,0,272.0643306278866
23,-269,18,10,1005,-35,86,-1036,196,0,270.58085667689056
23,-270,23,50,1029,-63,97,-1046,211,0,271.9522016825751
30,-272,31,86,1050,-76,110,-1057,226,0,275.3997095132818
33,-264,39,124,1067,-83,137,-1032,262,0,268.8977500835587
33,-264,35,176,1062,-65,120,-1031,258,0,268.3467905528218
30,-262,36,218,1053,-74,118,-1016,261,0,266.15784790233033
19,-258,34,240,1023,-103,94,-1012,256,0,260.9233603953467
7,-256,37,242,967,-117,53,-1009,263,0,258.75471010205786
-12,-255,29,232,893,-103,-7,-1007,236,0,256.92411330974755
-24,-266,25,212,805,-85,-81,-1023,196,0,268.2480195639848
-49,-267,6,180,698,-83,-174,-1041,144,0,271.5253211028393
-76,-272,-11,124,571,-66,-274,-1072,88,0,282.63226991976694
-91,-271,-18,48,453,-33,-346,-1073,63,0,286.4367294883811
-100,-271,-15,-33,360,7,-383,-1061,60,0,289.25075626521703
-102,-268,-8,-103,303,45,-392,-1043,86,0,286.86582229328053
-101,-268,12,-146,286,83,-392,-1047,147,0,286.6513561802909
-101,-268,31,-151,299,116,-398,-1042,227,0,288.07290743837746
-99,-273,52,-108,312,150,-395,-1038,319,0,295.01525384291574
-98,-268,71,-26,307,181,-380,-1033,388,0,294.0561170933195
-89,-267,73,74,276,207,-333,-1016,427,0,290.75591137584803
-79,-261,76,165,230,225,-297,-1006,426,0,283.08655920053855
-69,-260,73,230,186,243,-257,-1010,410,0,278.72925931807015
-65,-264,60,254,146,269,-256,-1033,358,0,278.4259327002426
-53,-289,47,231,125,325,-207,-1131,301,0,297.5550369259442
-58,-312,29,164,125,318,-224,-1209,241,0,318.6675383530616
-72,-334,7,68,118,334,-255,-1313,152,0,341.74405627603824
-69,-357,-28,-50,100,373,-260,-1398,34,0,364.6834243559748
-63,-378,-62,-195,52,423,-234,-1477,-101,0,388.1971148785112
-50,-395,-84,-354,-45,481,-181,-1540,-219,0,406.9164533414691
-25,-410,-96,-497,-172,556,-102,-1600,-278,0,421.8305346937322
-4,-421,-96,-565,-290,649,-17,-1613,-264,0,431.82519611527994
20,-413,-68,-527,-360,748,70,-1588,-185,0,419.0381844176017
19,-390,-37,-384,-388,833,91,-1503,-60,0,392.21167754160507
15,-361,-10,-189,-424,889,73,-1395,69,0,361.44985820995976
17,-330,7,-9,-475,928,63,-1292,137,0,330.51172445164485
22,-307,16,109,-508,959,82,-1198,169,0,308.2028552755474
30,-289,12,157,-494,966,97,-1130,170,0,290.80061898145954
28,-277,3,154,-445,943,92,-1094,141,0,278.4277285041847
22,-269,-19,127,-385,895,77,-1059,74,0,270.56607326122764
6,-262,-48,88,-336,838,32,-1027,-39,0,266.4282267328295
4,-262,-73,46,-299,796,0,-1018,-170,0,272.0091910211859
-3,-261,-110,3,-268,749,-18,-1009,-302,0,283.24900705915985
-7,-253,-132,-38,-239,703,-32,-990,-429,0,285.45052110654836
-2,-248,-147,-81,-194,672,-32,-957,-472,0,288.3001907734367
-4,-236,-152,-119,-120,663,-56,-923,-495,0,280.7418743258654
19,-231,-148,-140,-22,660,57,-894,-470,0,275.0018181758077
22,-219,-138,-154,85,624,74,-831,-439,0,259.7864507629295
31,-204,-130,-163,197,595,97,-781,-395,0,243.87906839251292
33,-195,-117,-173,287,579,120,-758,-346,0,229.7890336808961
41,-196,-102,-195,339,570,150,-761,-290,0,224.72427550222517
48,-203,-85,-223,356,555,176,-779,-226,0,225.25097114108075
51,-216,-72,-252,351,534,203,-840,-175,0,233.32595226420912
56,-246,-60,-279,346,507,226,-948,-133,0,259.3299057185654
61,-276,-49,-296,346,467,229,-1039,-72,0,286.8762799535716
58,-303,-37,-286,352,418,224,-1162,-45,0,310.7120853780876
53,-332,-28,-242,349,360,209,-1269,-1,0,337.3677518673058
48,-354,-23,-147,330,290,184,-1342,16,0,357.97904966631774
42,-362,-26,0,303,222,164,-1379,14,0,365.3546222507661
36,-365,-34,177,275,155,139,-1381,-8,0,368.3435896007965
26,-353,-42,355,254,91,107,-1362,-43,0,356.4393356519451
14,-343,-47,517,233,41,73,-1313,-67,0,346.4880950335812
7,-330,-48,649,212,-4,24,-1261,-75,0,333.54609876297457
-5,-311,-49,740,186,-46,-20,-1196,-71,0,314.8761661351967
-22,-292,-52,797,159,-82,-80,-1138,-90,0,297.4088095534495
-33,-278,-49,788,139,-117,-110,-1089,-67,0,284.2076705509547
-47,-269,-47,734,110,-165,-175,-1076,-72,0,277.09023800920886
-53,-261,-35,627,73,-203,-194,-1019,-13,0,268.61682746991113
-60,-251,-33,528,33,-250,-228,-980,8,0,260.17301935442885
-62,-241,-17,436,3,-285,-247,-940,46,0,249.42734413051028
-63,-236,-25,368,-17,-317,-249,-924,50,0,245.5402207378661
-64,-235,-22,302,-35,-344,-247,-932,38,0,244.55060825931307
-59,-235,-19,248,-47,-364,-228,-932,46,0,243.0370342149525
-56,-241,-19,217,-57,-380,-211,-936,40,0,248.1491486989226
-52,-242,-30,203,-70,-391,-200,-936,26,0,249.33511585815586
-46,-239,-24,204,-85,-404,-182,-925,14,0,244.5669642449691
-44,-229,-34,216,-101,-418,-169,-903,8,0,235.6544079791422
-39,-231,-36,225,-122,-428,-158,-888,-9,0,237.01898658124415
-33,-224,-35,228,-146,-437,-136,-870,-14,0,229.10696191953662
-30,-219,-35,222,-170,-445,-118,-850,-9,0,223.799016977287
-23,-213,-29,212,-197,-449,-87,-832,-3,0,216.19204425695224
-16,-212,-28,195,-226,-451,-63,-809,7,0,214.43880245888337
-8,-210,-26,178,-255,-450,-38,-805,11,0,211.7545749210628
-9,-206,-29,157,-278,-447,-21,-787,13,0,208.22583893455683
-6,-202,-30,126,-305,-443,-11,-785,14,0,204.3036955123426
-2,-199,-29,89,-331,-439,-10,-790,20,0,201.11190914513242
-1,-199,-27,49,-358,-432,10,-786,18,0,200.82579515590123
1,-203,-21,9,-379,-427,7,-786,24,0,204.08576628466767
2,-201,-23,-24,-398,-423,18,-793,26,0,202.32152628922114
9,-205,-29,-58,-411,-416,35,-807,24,0,207.2365797826243
15,-209,-23,-97,-425,-407,62,-821,37,0,210.7961100210343
13,-211,-22,-134,-431,-402,51,-826,38,0,212.54176060247548
14,-216,-19,-173,-427,-399,49,-835,55,0,217.2855264392914
